,City,Cloudiness,Country,Date,Humidity,Temp,Lat,Lng,Wind Speed
381,lakhna,2,IN,1570056814,86,74.34,26.65,79.15,1.54
382,along,37,IN,1570056814,93,53.75,28.17,94.8,4.38
383,kenai,90,US,1570056814,70,50.0,60.55,-151.26,1.81
384,dvinskoy,71,RU,1570056815,92,40.55,62.16,45.12,6.93
385,fez,0,MA,1570056815,77,66.2,34.03,-5.02,8.05
386,morehead,1,US,1570056815,40,91.4,38.18,-83.43,5.26
387,shakhunya,99,RU,1570056815,88,52.72,57.68,46.61,12.73
388,panvel,20,IN,1570056815,83,82.4,18.99,73.11,2.24
389,rock sound,42,BS,1570056816,77,80.71,24.9,-76.2,9.91
390,nara,75,JP,1570056816,83,77.0,34.68,135.8,4.7
391,kabare,40,RW,1570056816,94,54.74,-1.65,29.38,0.65
392,guarapari,0,BR,1570056816,73,78.01,-20.67,-40.5,5.82
393,george,100,MW,1570056817,93,63.32,-15.35,34.83,5.66
394,grindavik,90,IS,1570056817,81,44.6,63.84,-22.43,33.33
395,wentzville,1,US,1570056817,49,91.4,38.81,-90.85,5.82
396,whitecourt,20,CA,1570056568,41,59.0,54.14,-115.68,3.36
397,hofn,95,IS,1570056633,96,28.21,64.25,-15.21,10.22
398,gweta,0,BW,1570056818,72,58.34,-20.21,25.26,16.08
399,baykit,100,RU,1570056818,99,35.05,61.68,96.39,4.85
400,meulaboh,100,ID,1570056818,79,78.93,4.14,96.13,7.16
401,gazojak,40,TM,1570056819,41,49.86,41.19,61.4,8.86
402,koslan,49,RU,1570056819,94,39.4,63.46,48.9,6.49
403,sedalia,40,US,1570056819,58,86.0,38.7,-93.23,11.41
404,iquique,40,CL,1570056819,72,62.6,-20.22,-70.14,14.99
405,la ronge,20,CA,1570056819,56,44.6,55.1,-105.3,11.41
406,salalah,40,OM,1570056820,83,80.6,17.01,54.1,1.12
407,belen,1,US,1570056820,14,81.0,34.66,-106.78,9.17
408,ostrovnoy,98,RU,1570056729,77,34.36,68.05,39.51,20.51
409,letlhakane,0,BW,1570056820,79,55.4,-21.42,25.59,12.39
410,kutum,58,SD,1570056820,51,75.76,14.2,24.66,5.55
411,pisco,0,PE,1570056821,30,71.6,-13.71,-76.2,12.75
412,kolondieba,71,ML,1570056821,89,74.18,11.09,-6.89,3.83
413,mahebourg,75,MU,1570056821,94,73.99,-20.41,57.7,12.75
414,nabire,52,ID,1570056821,63,82.66,-3.36,135.5,1.25
415,kasongo-lunda,97,CD,1570056822,95,66.02,-6.48,16.82,1.5
416,harper,1,US,1570056822,31,91.4,30.3,-99.24,6.93
417,tocopilla,95,CL,1570056822,86,58.1,-22.09,-70.2,14.47
418,karimganj,30,IN,1570056822,92,72.76,24.86,92.37,3.85
419,shimoda,75,JP,1570056823,94,73.99,34.7,138.93,3.36
420,mangrol,0,IN,1570056823,82,74.32,25.33,76.51,3.62
421,aklavik,75,CA,1570056823,75,42.8,68.22,-135.01,10.29
422,lorengau,78,PG,1570056823,67,83.97,-2.02,147.27,3.85
423,beisfjord,0,NO,1570056823,55,39.0,68.38,17.6,16.11
424,akdepe,0,TM,1570056823,56,48.2,42.05,59.39,4.7
425,bousse,0,FR,1570056824,93,46.99,49.28,6.2,3.36
426,matamoros,75,US,1570056824,66,91.4,25.87,-97.51,6.93
427,kavaratti,13,IN,1570056824,76,81.41,10.57,72.64,6.55
428,holme,91,DK,1570056824,87,48.2,56.11,10.17,8.05
429,bindura,54,ZW,1570056824,94,55.24,-17.3,31.33,3.65
430,tricase,5,IT,1570056825,94,73.99,39.93,18.36,8.05
431,aviles,75,ES,1570056825,87,64.0,43.55,-5.92,3.42
432,kupang,0,ID,1570056825,67,77.51,-10.16,123.6,5.46
433,obuasi,100,GH,1570056825,99,71.8,6.21,-1.69,2.62
434,ipanema,90,BR,1570056826,100,71.01,-30.14,-51.22,5.82
435,boyolangu,42,ID,1570056826,76,75.71,-8.09,111.9,5.08
436,fairbanks,90,US,1570056655,93,37.4,64.84,-147.72,8.05
437,lithakia,20,GR,1570056826,88,73.0,37.72,20.83,3.36
438,xining,97,CN,1570056826,93,44.78,36.62,101.77,4.9
439,johnshaven,12,GB,1570056827,87,46.4,56.79,-2.34,13.87
440,freeport,75,BS,1570056827,74,82.4,26.54,-78.7,11.41
441,wagga wagga,0,AU,1570056827,45,73.99,-35.12,147.37,8.05
442,katherine,0,AU,1570056827,36,80.6,-14.47,132.26,8.05
443,maceio,0,BR,1570056615,83,75.2,-9.67,-35.74,8.05
444,tuatapere,100,NZ,1570056828,84,48.99,-46.13,167.69,7.0
445,listvyanka,0,RU,1570056828,92,24.8,51.86,104.86,4.47
446,ilhabela,0,BR,1570056828,78,71.87,-23.78,-45.36,19.37
447,dali,75,CN,1570056828,62,68.47,34.79,109.94,6.04
448,san cristobal,91,HN,1570056828,75,71.3,14.68,-86.92,1.54
449,port-cartier,90,CA,1570056829,65,42.01,50.03,-66.88,5.82
450,solnechnyy,96,RU,1570056829,76,39.19,50.72,136.64,5.68
451,nagua,90,DO,1570056829,100,77.0,19.37,-69.85,4.7
452,galveston,90,US,1570056829,78,84.99,40.58,-86.19,5.82
453,bam,43,IR,1570056829,31,63.56,29.11,58.36,3.4
454,manacapuru,20,BR,1570056829,46,89.6,-3.3,-60.62,5.82
455,svetlogorsk,40,RU,1570056830,64,37.4,53.14,59.15,8.95
456,salym,100,RU,1570056830,81,46.49,60.06,71.48,11.92
457,shizunai,98,JP,1570056585,85,65.2,42.33,142.37,12.39
458,warora,36,IN,1570056830,90,72.61,20.23,79.0,4.79
459,klyuchi,0,RU,1570056830,70,38.14,52.25,79.17,1.95
460,teya,75,MX,1570056831,62,88.0,21.05,-89.07,13.87
461,tyulyachi,0,RU,1570056831,76,51.8,55.89,50.23,11.18
462,tall kayf,0,TR,1570056831,28,73.1,37.08,41.07,1.28
463,lasa,75,CY,1570056831,77,71.6,34.92,32.53,8.05
464,qaqortoq,75,GL,1570056831,32,53.6,60.72,-46.03,34.45
465,bemidji,90,US,1570056832,81,45.0,47.48,-94.89,6.93
466,vardo,20,US,1570056832,36,91.4,39.62,-77.74,11.41
467,yanam,86,IN,1570056832,90,75.24,16.73,82.22,3.89
468,camacha,40,PT,1570056833,83,71.6,33.08,-16.33,3.36
469,coquimbo,0,CL,1570056833,66,55.4,-29.95,-71.34,13.87
470,touros,0,BR,1570056833,78,75.2,-5.2,-35.46,5.82
471,iqaluit,40,CA,1570056834,93,35.6,63.75,-68.52,8.05
472,ponte san nicolo,0,IT,1570056834,93,63.0,45.37,11.92,8.05
473,nome,1,US,1570056834,41,91.4,30.04,-94.42,9.17
474,ahipara,68,NZ,1570056834,84,60.01,-35.17,173.16,15.97
475,port-gentil,40,GA,1570056835,83,78.8,-0.72,8.78,10.29
476,leshukonskoye,100,RU,1570056835,86,35.12,64.9,45.76,11.99
477,kisangani,98,CD,1570056835,96,69.84,0.52,25.21,1.19
478,chernoyerkovskaya,0,RU,1570056836,93,53.6,45.43,37.76,4.47
479,port hedland,0,AU,1570056836,49,73.4,-20.31,118.58,5.82
480,hay river,40,CA,1570056836,32,66.2,60.82,-115.79,8.05
481,jalu,0,LY,1570056837,30,75.8,29.03,21.55,9.84
482,pochutla,90,MX,1570056837,78,87.8,15.74,-96.47,0.13
483,lamlash,40,GB,1570056837,81,42.8,55.53,-5.13,3.36
484,yarada,96,IN,1570056837,84,78.66,17.65,83.27,3.44
485,eureka,1,US,1570056838,51,62.6,40.8,-124.16,11.41
486,chimbote,12,PE,1570056838,93,61.52,-9.08,-78.59,15.32
487,healdsburg,1,US,1570056839,20,79.0,38.61,-122.87,10.29
488,sarangani,25,PH,1570056839,74,81.45,5.4,125.46,3.94
489,henties bay,0,NA,1570056839,87,63.0,-22.12,14.28,5.99
490,divnogorsk,0,RU,1570056839,56,41.0,55.96,92.38,8.95
491,diego de almagro,0,CL,1570056840,91,45.4,-26.39,-70.05,1.36
492,aloleng,92,PH,1570056840,70,81.68,16.13,119.78,3.69
493,barabai,47,ID,1570056840,76,81.04,-2.59,115.38,1.28
494,haverfordwest,100,GB,1570056841,87,53.01,51.8,-4.97,5.82
495,marrakesh,0,MA,1570056841,60,73.4,31.63,-7.99,6.93
496,moose factory,75,CA,1570056841,78,41.0,51.26,-80.61,8.05
497,simav,0,TR,1570056842,71,66.0,39.09,28.98,5.99
498,vilyuysk,17,RU,1570056842,80,25.31,63.75,121.63,3.13
499,vanimo,93,PG,1570056842,75,81.88,-2.67,141.3,4.43
500,sikonge,40,TZ,1570056843,60,71.6,-5.63,32.75,5.82
501,tome,75,JP,1570056843,88,68.0,38.69,141.2,3.36
502,bambanglipuro,99,ID,1570056843,89,75.49,-7.95,110.28,4.9
503,luwuk,46,ID,1570056844,86,68.69,-0.95,122.79,3.89
504,sistranda,75,NO,1570056844,81,48.99,63.73,8.83,8.05
505,dukat,4,AL,1570056844,93,69.01,40.25,19.57,3.0
506,porbandar,89,IN,1570056845,76,81.09,21.64,69.61,9.13
507,alofi,40,NU,1570056845,74,80.6,-19.06,-169.92,8.05
508,jiayuguan,98,CN,1570056845,21,46.01,39.77,98.29,4.61
509,honningsvag,99,NO,1570056845,67,38.61,70.98,25.97,12.21
510,velikiy ustyug,64,RU,1570056846,96,39.2,60.76,46.3,6.6
511,plattsburgh,1,US,1570056846,76,51.01,44.69,-73.46,4.7
512,paamiut,76,GL,1570056847,67,44.14,61.99,-49.67,4.97
513,krasnoarmeyskiy,0,RU,1570056847,53,64.0,46.12,40.39,9.08
514,carrollton,40,US,1570056847,40,96.8,33.58,-85.08,1.97
515,san carlos de bariloche,20,AR,1570056848,23,50.0,-41.13,-71.31,2.24
516,kormilovka,0,RU,1570056848,80,33.8,55.0,74.1,4.47
517,gladstone,1,AU,1570056849,53,73.99,-23.84,151.26,16.11
518,jiangkou,0,CN,1570056849,70,76.37,30.7,117.56,2.57
519,chimoio,90,MZ,1570056849,100,60.8,-19.11,33.48,1.59
520,westport,90,US,1570056726,73,79.0,41.14,-73.36,23.04
521,vila,0,IT,1570056850,72,64.99,45.18,8.4,8.05
522,puerto asis,75,CO,1570056685,66,86.0,0.51,-76.5,4.7
523,media luna,75,BO,1570056850,71,55.4,-21.67,-64.63,11.41
524,mendoza,0,AR,1570056851,15,60.8,-32.89,-68.84,5.82
525,dutse,11,NG,1570056851,67,78.21,11.76,9.34,9.26
526,mayor pablo lagerenza,81,PY,1570056851,66,62.28,-19.93,-60.77,4.92
527,karratha,0,AU,1570056852,17,90.54,-20.74,116.85,9.28
528,itea,3,GR,1570056852,69,69.01,38.43,22.42,1.99
529,prince rupert,90,CA,1570056853,93,51.8,54.32,-130.32,2.24
530,kabo,100,CF,1570056853,97,70.13,7.69,18.62,2.82
531,uglovskoye,0,RU,1570056853,62,32.56,51.36,80.19,5.79
532,belem de sao francisco,62,BR,1570056854,62,78.01,-8.75,-38.97,24.0
533,jiuquan,98,CN,1570056854,21,46.01,39.73,98.49,4.61
534,punta,75,PH,1570056854,88,75.2,14.18,121.12,1.12
535,tiznit,6,MA,1570056855,78,70.0,29.7,-9.73,21.3
536,zabid,100,YE,1570056855,82,66.46,14.2,44.5,2.35
537,kavieng,100,PG,1570056855,73,82.35,-2.57,150.8,1.54
538,kulhudhuffushi,11,MV,1570056855,75,82.04,6.62,73.07,11.36
539,muros,0,ES,1570056856,93,60.01,42.77,-9.06,1.9
540,san juan,68,AR,1570056856,26,43.65,-31.54,-68.53,3.09
541,cockburn town,40,TC,1570056856,74,84.2,21.46,-71.14,4.7
542,ottawa,75,CA,1570056855,57,50.0,45.42,-75.69,13.87
543,skegness,20,GB,1570056857,75,52.0,53.14,0.34,8.05
544,heihe,40,RU,1570056857,59,33.8,50.24,127.51,6.71
545,xochistlahuaca,98,MX,1570056857,95,69.64,16.79,-98.24,2.15
546,lumeje,50,AO,1570056858,68,67.84,-11.56,20.78,3.71
547,sakaiminato,40,JP,1570056858,65,78.8,35.55,133.23,9.17
548,sorland,17,NO,1570056858,50,44.93,67.67,12.69,10.0
549,cabras,75,CO,1570056859,82,64.4,5.5,-75.6,2.24
550,araouane,89,ML,1570056859,17,94.7,18.9,-3.53,4.74
551,petropavlovsk-kamchatskiy,90,RU,1570056860,81,50.0,53.05,158.65,3.67
552,havre-saint-pierre,75,CA,1570056860,45,44.6,50.23,-63.6,9.17
553,lazaro cardenas,40,MX,1570056861,65,78.8,28.39,-105.62,8.05
554,matadi,87,CD,1570056861,78,76.39,-5.83,13.46,3.33
555,laguna,40,BZ,1570056592,70,87.8,16.17,-88.94,6.93
556,grand gaube,75,MU,1570056861,94,73.4,-20.01,57.66,12.75
557,ponta delgada,75,PT,1570056862,83,71.01,37.73,-25.67,13.87
558,aswan,0,EG,1570056862,20,82.4,24.09,32.9,5.82
559,diapaga,69,BF,1570056863,81,78.97,12.07,1.79,2.75
560,jiangyin,0,CN,1570056863,80,81.0,31.91,120.26,4.03
561,vila do maio,56,CV,1570056864,87,74.99,15.13,-23.22,11.88
562,yaan,92,NG,1570056864,95,72.5,7.38,8.57,3.06
563,verkhnevilyuysk,39,RU,1570056864,85,26.32,63.45,120.31,2.71
564,talaya,0,RU,1570056864,80,36.0,55.79,84.89,11.18
565,tortosa,2,ES,1570056865,52,68.0,40.81,0.52,9.17
566,mandera,38,ET,1570056865,74,82.99,3.94,41.86,11.5
567,karonga,0,MW,1570056865,82,61.85,-9.94,33.93,2.59
568,metro,51,ID,1570056634,82,76.23,-5.11,105.31,7.02
569,kinsale,75,IE,1570056745,87,48.2,51.71,-8.52,6.93
570,riberalta,75,BO,1570056866,59,89.6,-11.0,-66.08,3.0
571,somerset west,20,ZA,1570056866,87,61.0,-34.08,18.85,4.7
572,gioia del colle,0,IT,1570056866,55,75.0,40.8,16.92,2.24
